id;original_name;genus;species;species_auth;infrasp1_rank;infrasp1;infrasp1_auth;infrasp2_rank;infrasp2;infrasp2_auth
26604;Viscum laxum Boiss. & Reut.;Viscum;laxum;Boiss. & Reut.;;;;;;
26605;Viscum oxycedri DC.;Viscum;oxycedri;DC.;;;;;;
26606;Vitaliana obtusifolia O.Schwarz;Vitaliana;obtusifolia;O. Schwarz;;;;;;
26607;Vitaliana primulaeflora Bertol.;Vitaliana;primulaeflora;Bertol.;;;;;;
26608;Vitaliana primulaeflora Bertol. subsp. cinerea (Sundermann) I.K.Ferguson;Vitaliana;primulaeflora;Bertol.;subsp;cinerea;(Sundermann) I. K. Ferguson;;;
26609;Vitaliana primulaeflora Bertol. subsp. sesleri (Buser) Pignatti;Vitaliana;primulaeflora;Bertol.;subsp;sesleri;(Buser) Pignatti;;;
26610;Vitaliana primuliflora Bertol.;Vitaliana;primuliflora;Bertol.;;;;;;
26611;Vitaliana primuliflora Bertol. subsp. cinerea (Sund.) I.K.Ferguson;Vitaliana;primuliflora;Bertol.;subsp;cinerea;(Sund. ) I. K. Ferguson;;;
26612;Vitaliana primuliflora Bertol. subsp. praetutiana (Buser ex Sünd.) I.K.Ferguson;Vitaliana;primuliflora;Bertol.;subsp;praetutiana;(Buser ex Sund. ) I. K. Ferguson;;;
26613;Vitaliana primuliflora Bertol. subsp. primuliflora;Vitaliana;primuliflora;Bertol.;subsp;primuliflora;;;;
26614;Viticella orientalis (L.) W.A.Weber;Viticella;orientalis;(L. ) W. A. Weber;;;;;;
26615;Viticella orientalis auct., non (L.) W.A.Weber;Viticella;orientalis;auct. , non (L. ) W. A. Weber;;;;;;
26616;Vitis berlandieri Planch. × Vitis riparia Michx.;;;;;;;;;
26617;Vitis berlandieri Planch. × Vitis rupestris Scheele;;;;;;;;;
26618;Vitis berlandieri Planch. × Vitis vinifera L.;;;;;;;;;
26619;Vitis cordifolia Lam.;Vitis;cordifolia;Lam.;;;;;;
26620;Vitis cordifolia Michx. var. riparia (Michx.) A.Gray;Vitis;cordifolia;Michx.;var;riparia;(Michx. ) A. Gray;;;
26621;Vitis cordifolia Michx. var. vulpina (L.) Eaton;Vitis;cordifolia;Michx.;var;vulpina;(L. ) Eaton;;;
26622;Vitis cordifolia Michx., non Lam., nom. illeg.;Vitis;cordifolia;Michx. , non Lam. , nom. illeg.;;;;;;
